UniversityName,DegreeType,DualCombined,ValidatedDegreeName,Degree,Program,Concentration,Searchtag1,Searchtag2,Searchtag3,SOPHAS,Term,LinkToDepartment,LinkDescription,,,,,,
University of South Florida College of Public Health,Masters,yes,49,PhD/MPH,Anthropology (PhD) and Public Health (MPH),Maternal & Child Health,28,,,yes,4,http://health.usf.edu/publichealth/dualanthro.html,LSAT Required by Stetson University,,,,,,
University of South Florida College of Public Health,Masters,yes,49,PhD/MPH,Anthropology (PhD) and Public Health (MPH),Public Health Education,18,,,yes,4,http://health.usf.edu/publichealth/dualanthro.html,LSAT Required by Stetson University,,,,,,
University of South Florida College of Public Health,Masters,yes,49,PhD/MPH,Anthropology (PhD) and Public Health (MPH),Socio-Health Sciences,7,,,yes,4,http://health.usf.edu/publichealth/dualanthro.html,LSAT Required by Stetson University,,,,,,
University of South Florida College of Public Health,Masters,yes,49,PhD/MPH,Biochemistry/Molecular Biology (PhD) and  Public Health (MPH),Environmental Health,10,2,,yes,4,http://health.usf.edu/publichealth/dualbiomolbio.html,,,,,,,
University of South Florida College of Public Health,Masters,yes,49,PhD/MPH,Biochemistry/Molecular Biology (PhD) and  Public Health (MPH),Epidemiology,11,,,yes,4,http://health.usf.edu/publichealth/dualbiomolbio.html,,,,,,,
University of South Florida College of Public Health,Masters,yes,49,PhD/MPH,Biochemistry/Molecular Biology (PhD) and  Public Health (MPH),Global Communicable Diseases,23,25,2,yes,4,http://health.usf.edu/publichealth/dualbiomolbio.html,,,,,,,
University of South Florida College of Public Health,Masters,yes,49,PhD/MPH,Biochemistry/Molecular Biology (PhD) and  Public Health (MPH),Toxicology & Risk Assessment,44,2,,yes,4,http://health.usf.edu/publichealth/dualbiomolbio.html,,,,,,,
University of South Florida College of Public Health,Masters,yes,49,PhD/MPH,Anthropology (PhD) and Public Health (MPH),Environmental Health,10,,,yes,8,http://health.usf.edu/publichealth/dualanthro.html,,,,,,,
University of South Florida College of Public Health,Masters,yes,49,PhD/MPH,Anthropology (PhD) and Public Health (MPH),Epidemiology,11,,,yes,8,http://health.usf.edu/publichealth/dualanthro.html,,,,,,,
University of South Florida College of Public Health,Masters,yes,49,PhD/MPH,Anthropology (PhD) and Public Health (MPH),Global Communicable Diseases,23,25,,yes,8,http://health.usf.edu/publichealth/dualanthro.html,,,,,,,
University of South Florida College of Public Health,Masters,yes,49,PhD/MPH,Anthropology (PhD) and Public Health (MPH),Global Health Practice,25,,,yes,8,http://health.usf.edu/publichealth/dualanthro.html,,,,,,,
University of South Florida College of Public Health,Masters,yes,49,PhD/MPH,Anthropology (PhD) and Public Health (MPH),Health Care Organization & Management,27,,,yes,8,http://health.usf.edu/publichealth/dualanthro.html,,,,,,,
University of South Florida College of Public Health,Masters,yes,49,PhD/MPH,Anthropology (PhD) and Public Health (MPH),Health Policies & Programs,27,,,yes,8,http://health.usf.edu/publichealth/dualanthro.html,,,,,,,
University of South Florida College of Public Health,Masters,yes,49,PhD/MPH,Anthropology (PhD) and Public Health (MPH),Maternal & Child Health,28,,,yes,8,http://health.usf.edu/publichealth/dualanthro.html,,,,,,,
University of South Florida College of Public Health,Masters,yes,49,PhD/MPH,Anthropology (PhD) and Public Health (MPH),Public Health Education,18,,,yes,8,http://health.usf.edu/publichealth/dualanthro.html,,,,,,,
University of South Florida College of Public Health,Masters,yes,49,PhD/MPH,Anthropology (PhD) and Public Health (MPH),Socio-Health Sciences,7,,,yes,8,http://health.usf.edu/publichealth/dualanthro.html,,,,,,,
University of South Florida College of Public Health,Masters,yes,49,PhD/MPH,Biochemistry/Molecular Biology (PhD) and  Public Health (MPH),Environmental Health,10,2,,yes,8,http://health.usf.edu/publichealth/dualbiomolbio.html,,,,,,,
University of South Florida College of Public Health,Masters,yes,49,PhD/MPH,Biochemistry/Molecular Biology (PhD) and  Public Health (MPH),Epidemiology,11,,,yes,8,http://health.usf.edu/publichealth/dualbiomolbio.html,,,,,,,
University of South Florida College of Public Health,Masters,yes,49,PhD/MPH,Biochemistry/Molecular Biology (PhD) and  Public Health (MPH),Global Communicable Diseases,23,25,2,yes,8,http://health.usf.edu/publichealth/dualbiomolbio.html,,,,,,,
University of South Florida College of Public Health,Masters,yes,49,PhD/MPH,Biochemistry/Molecular Biology (PhD) and  Public Health (MPH),Toxicology & Risk Assessment,44,2,,yes,8,http://health.usf.edu/publichealth/dualbiomolbio.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Community & Family Health,Behavioral Health,18,,,yes,5,http://health.usf.edu/publichealth/cfhmsph.html,Masters International Peace Corps program available.  Contact 813-974-1092,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Community & Family Health,Maternal & Child Health,28,,,yes,5,http://health.usf.edu/publichealth/cfhmsph.html,Masters International Peace Corps program available.  Contact 813-974-1092,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Community & Family Health,Public Health Education,18,,,yes,5,http://health.usf.edu/publichealth/cfhmsph.html,Masters International Peace Corps program available.  Contact 813-974-1092,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Community & Family Health,Socio-Health Sciences,7,,,yes,5,http://health.usf.edu/publichealth/cfhmsph.html,Masters International Peace Corps program available.  Contact 813-974-1092,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Environmental & Occupational Health,Environmental Health,10,,,yes,5,http://health.usf.edu/publichealth/envhealthmsph.html,LSAT Required by Stetson University,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Environmental & Occupational Health,Industrial Hygiene,34,,,yes,5,http://health.usf.edu/publichealth/eohindustrial.html,LSAT Required by Stetson University,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Environmental & Occupational Health,Occupational Health,34,,,yes,5,http://health.usf.edu/publichealth/eohohmsph.html,LSAT Required by Stetson University,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Environmental & Occupational Health,Occupational Medicine Residency,34,,,yes,5,http://health.usf.edu/publichealth/eohmedical.html,LSAT Required by Stetson University,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Environmental & Occupational Health,Toxicology & Risk Assessment,44,,,yes,5,http://health.usf.edu/publichealth/eohtoxmsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Epidemiology & Biostatistics,Biostatistics,3,,,yes,5,http://health.usf.edu/publichealth/epibiobiomsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Epidemiology & Biostatistics,Epidemiology,11,,,yes,5,http://health.usf.edu/publichealth/epbmsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Global Health,Global Communicable Diseases,23,25,,yes,5,http://health.usf.edu/publichealth/globalcommdismsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Health Policy & Management,Health Policy & Management,27,,,yes,5,http://health.usf.edu/publichealth/hpmmsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Community & Family Health,Behavioral Health,18,,,yes,3,http://health.usf.edu/publichealth/cfhmsph.html,Masters International Peace Corps program available.  Contact 813-974-1092,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Community & Family Health,Maternal & Child Health,28,,,yes,3,http://health.usf.edu/publichealth/cfhmsph.html,Minimum 3 yrs. Work experience required in health or health-related setting.,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Community & Family Health,Public Health Education,18,,,yes,3,http://health.usf.edu/publichealth/cfhmsph.html,LSAT Required by Stetson University,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Community & Family Health,Socio-Health Sciences,7,,,yes,3,http://health.usf.edu/publichealth/cfhmsph.html,LSAT Required by Stetson University,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Environmental & Occupational Health,Environmental Health,10,,,yes,3,http://health.usf.edu/publichealth/envhealthmsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Environmental & Occupational Health,Industrial Hygiene,34,,,yes,3,http://health.usf.edu/publichealth/eohindustrial.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Environmental & Occupational Health,Occupational Health,34,,,yes,3,http://health.usf.edu/publichealth/eohohmsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Environmental & Occupational Health,Occupational Medicine Residency,34,,,yes,3,http://health.usf.edu/publichealth/eohmedical.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Environmental & Occupational Health,Toxicology & Risk Assessment,44,,,yes,3,http://health.usf.edu/publichealth/eohtoxmsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Epidemiology & Biostatistics,Biostatistics,3,,,yes,3,http://health.usf.edu/publichealth/epibiobiomsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Epidemiology & Biostatistics,Epidemiology,11,,,yes,3,http://health.usf.edu/publichealth/epbmsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Global Health,Global Communicable Diseases,23,25,,yes,3,http://health.usf.edu/publichealth/globalcommdismsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Health Policy & Management,Health Policy & Management,27,,,yes,3,http://health.usf.edu/publichealth/hpmmsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Community & Family Health,Behavioral Health,18,,,yes,7,http://health.usf.edu/publichealth/cfhmsph.html,LSAT Required by Stetson University,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Community & Family Health,Maternal & Child Health,28,,,yes,7,http://health.usf.edu/publichealth/cfhmsph.html,LSAT Required by Stetson University,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Community & Family Health,Public Health Education,18,,,yes,7,http://health.usf.edu/publichealth/cfhmsph.html,LSAT Required by Stetson University,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Community & Family Health,Socio-Health Sciences,7,,,yes,7,http://health.usf.edu/publichealth/cfhmsph.html,LSAT Required by Stetson University,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Environmental & Occupational Health,Environmental Health,10,,,yes,7,http://health.usf.edu/publichealth/envhealthmsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Environmental & Occupational Health,Industrial Hygiene,34,,,yes,7,http://health.usf.edu/publichealth/eohindustrial.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Environmental & Occupational Health,Occupational Health,34,,,yes,7,http://health.usf.edu/publichealth/eohohmsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Environmental & Occupational Health,Occupational Medicine Residency,34,,,yes,7,http://health.usf.edu/publichealth/eohmedical.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Environmental & Occupational Health,Toxicology & Risk Assessment,44,,,yes,7,http://health.usf.edu/publichealth/eohtoxmsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Epidemiology & Biostatistics,Biostatistics,3,,,yes,7,http://health.usf.edu/publichealth/epibiobiomsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Epidemiology & Biostatistics,Epidemiology,11,,,yes,7,http://health.usf.edu/publichealth/epbmsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Global Health,Global Communicable Diseases,23,25,,yes,7,http://health.usf.edu/publichealth/globalcommdismsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Health Policy & Management,Health Policy & Management,27,,,yes,7,http://health.usf.edu/publichealth/hpmmsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Community & Family Health,Behavioral Health,18,,,yes,4,http://health.usf.edu/publichealth/cfhmsph.html,LSAT Required by Stetson University,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Community & Family Health,Maternal & Child Health,28,,,yes,4,http://health.usf.edu/publichealth/cfhmsph.html,LSAT Required by Stetson University,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Community & Family Health,Public Health Education,18,,,yes,4,http://health.usf.edu/publichealth/cfhmsph.html,LSAT Required by Stetson University,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Community & Family Health,Socio-Health Sciences,7,,,yes,4,http://health.usf.edu/publichealth/cfhmsph.html,LSAT Required by Stetson University,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Environmental & Occupational Health,Environmental Health,10,,,yes,4,http://health.usf.edu/publichealth/envhealthmsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Environmental & Occupational Health,Industrial Hygiene,34,,,yes,4,http://health.usf.edu/publichealth/eohindustrial.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Environmental & Occupational Health,Occupational Health,34,,,yes,4,http://health.usf.edu/publichealth/eohohmsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Environmental & Occupational Health,Occupational Medicine Residency,34,,,yes,4,http://health.usf.edu/publichealth/eohmedical.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Environmental & Occupational Health,Toxicology & Risk Assessment,44,,,yes,4,http://health.usf.edu/publichealth/eohtoxmsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Epidemiology & Biostatistics,Biostatistics,3,,,yes,4,http://health.usf.edu/publichealth/epibiobiomsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Epidemiology & Biostatistics,Epidemiology,11,,,yes,4,http://health.usf.edu/publichealth/epbmsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Global Health,Global Communicable Diseases,23,25,,yes,4,http://health.usf.edu/publichealth/globalcommdismsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Health Policy & Management,Health Policy & Management,27,,,yes,4,http://health.usf.edu/publichealth/hpmmsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Community & Family Health,Behavioral Health,18,,,yes,8,http://health.usf.edu/publichealth/cfhmsph.html,LSAT Required by Stetson University,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Community & Family Health,Maternal & Child Health,28,,,yes,8,http://health.usf.edu/publichealth/cfhmsph.html,LSAT Required by Stetson University,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Community & Family Health,Public Health Education,18,,,yes,8,http://health.usf.edu/publichealth/cfhmsph.html,"LSAT Required by Stetson University, Minimum 3 yrs. Work experience required in health or health-related setting.",,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Community & Family Health,Socio-Health Sciences,7,,,yes,8,http://health.usf.edu/publichealth/cfhmsph.html,LSAT Required by Stetson University,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Environmental & Occupational Health,Environmental Health,10,,,yes,8,http://health.usf.edu/publichealth/envhealthmsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Environmental & Occupational Health,Industrial Hygiene,34,,,yes,8,http://health.usf.edu/publichealth/eohindustrial.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Environmental & Occupational Health,Occupational Health,34,,,yes,8,http://health.usf.edu/publichealth/eohohmsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Environmental & Occupational Health,Occupational Medicine Residency,34,,,yes,8,http://health.usf.edu/publichealth/eohmedical.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Environmental & Occupational Health,Toxicology & Risk Assessment,44,,,yes,8,http://health.usf.edu/publichealth/eohtoxmsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Epidemiology & Biostatistics,Biostatistics,3,,,yes,8,http://health.usf.edu/publichealth/epibiobiomsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Epidemiology & Biostatistics,Epidemiology,11,,,yes,8,http://health.usf.edu/publichealth/epbmsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Global Health,Global Communicable Diseases,23,25,,yes,8,http://health.usf.edu/publichealth/globalcommdismsph.html,,,,,,,
University of South Florida College of Public Health,Masters,,62,MSPH,Health Policy & Management,Health Policy & Management,27,,,yes,8,http://health.usf.edu/publichealth/hpmmsph.html,,,,,,,
University of South Florida College of Public Health,Masters,yes,64,MD/MSPH,Medicine (MD) and Public Health (MSPH),Occupational Health,34,,,yes,5,http://health.usf.edu/publichealth/phpmd.html,Masters International Peace Corps program available.  Contact 813-974-1092,,,,,,
University of South Florida College of Public Health,Masters,yes,64,MD/MSPH,Medicine (MD) and Public Health (MSPH),Occupational Health,34,,,yes,3,http://health.usf.edu/publichealth/phpmd.html,Masters International Peace Corps program available.  Contact 813-974-1092,,,,,,
University of South Florida College of Public Health,Masters,yes,64,MD/MSPH,Medicine (MD) and Public Health (MSPH),Occupational Health,34,,,yes,7,http://health.usf.edu/publichealth/phpmd.html,Masters International Peace Corps program available.  Contact 813-974-1092,,,,,,
University of South Florida College of Public Health,Masters,yes,64,MD/MSPH,Medicine (MD) and Public Health (MSPH),Occupational Health,34,,,yes,4,http://health.usf.edu/publichealth/phpmd.html,Masters International Peace Corps program available.  Contact 813-974-1092,,,,,,
University of South Florida College of Public Health,Masters,yes,64,MD/MSPH,Medicine (MD) and Public Health (MSPH),Occupational Health,34,,,yes,8,http://health.usf.edu/publichealth/phpmd.html,Masters International Peace Corps program available.  Contact 813-974-1092,,,,,,
University of South Florida College of Public Health,Doctoral,,68,PhD,Community & Family Health,Behavioral Health,18,,,no,5,http://health.usf.edu/publichealth/cfhphd.html,,,,,,,
University of South Florida College of Public Health,Doctoral,,68,PhD,Community & Family Health,Maternal & Child Health,28,,,no,5,http://health.usf.edu/publichealth/cfhphd.html,,,,,,,
University of South Florida College of Public Health,Doctoral,,68,PhD,Community & Family Health,Public Health Education,18,,,no,5,http://health.usf.edu/publichealth/cfhphd.html,,,,,,,
University of South Florida College of Public Health,Doctoral,,68,PhD,Community & Family Health,Socio-Health Sciences,7,,,no,5,http://health.usf.edu/publichealth/cfhphd.html,,,,,,,
University of South Florida College of Public Health,Doctoral,,68,PhD,Environmental & Occupational Health,Environmental Health,10,,,no,5,http://health.usf.edu/publichealth/eohphd.html,,,,,,,
University of South Florida College of Public Health,Doctoral,,68,PhD,Environmental & Occupational Health,Industrial Hygiene,34,,,no,5,http://health.usf.edu/publichealth/eohphd.html,For admitted MD students only,,,,,,
University of South Florida College of Public Health,Doctoral,,68,PhD,Environmental & Occupational Health,Occupational Health,34,,,no,5,http://health.usf.edu/publichealth/eohphd.html,For admitted MD students only,,,,,,
University of South Florida College of Public Health,Doctoral,,68,PhD,Environmental & Occupational Health,Toxicology & Risk Assessment,44,,,no,5,http://health.usf.edu/publichealth/eohphd.html,For admitted MD students only,,,,,,
University of South Florida College of Public Health,Doctoral,,68,PhD,Epidemiology & Biostatistics,Biostatistics,3,,,no,5,http://health.usf.edu/publichealth/biophd.html,For admitted MD students only,,,,,,
University of South Florida College of Public Health,Doctoral,,68,PhD,Epidemiology & Biostatistics,Epidemiology,11,,,no,5,http://health.usf.edu/publichealth/epiphd.html,,,,,,,
University of South Florida College of Public Health,Doctoral,,68,PhD,Global Health,Global Communicable Diseases,23,25,,no,5,http://health.usf.edu/publichealth/globalcommdisephd.html,Masters International Peace Corps program available.  Contact 813-974-1092,,,,,,
University of South Florida College of Public Health,Doctoral,,68,PhD,Health Policy & Management,Program of Health Management & Policy,27,,,no,5,http://health.usf.edu/publichealth/hpmphd.html,Masters International Peace Corps program available.  Contact 813-974-1092,,,,,,
University of Washington School of Public Health and Community Medicine,,,3,Certificate,Epidemiology,HIV & STIs ,23,11,,No,5,http://depts.washington.edu/epidem/program/#certificates,http://depts.washington.edu/epidem/program/#certificates,,,,,,
University of Washington School of Public Health and Community Medicine,,,3,Certificate,Epidemiology,Basic Clinical Research,11,4,,No,4,http://depts.washington.edu/epidem/program/#certificates,http://depts.washington.edu/epidem/program/#certificates,,,,,,
University of Washington School of Public Health and Community Medicine,,,3,Certificate,Epidemiology,Advanced Clinical Research Methods ,11,4,,No,4,http://depts.washington.edu/epidem/program/#certificates,http://depts.washington.edu/epidem/program/#certificates,,,,,,
University of Washington School of Public Health and Community Medicine,,,3,Certificate,Health Services Extended Degree Program,"Health Care & Population Health Research, Health Policy Analysis & Process, Maternal & Child Health, Social & Behavioral Sciences",16,,,Yes,4,,,,,,,,
University of Washington School of Public Health and Community Medicine,,,3,Certificate,Health Services Extended Degree Program,Distance Learning,16,,,Yes,4,,,,,,,,
University of Washington School of Public Health and Community Medicine,,,3,Certificate,Health Services Extended Degree Program,"Community Health, Nutrition",16,,,Yes,4,,,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,11,MHA,Health Services Administration,,16,27,26,Yes,5,http://depts.washington.edu/mhap/,http://depts.washington.edu/mhap/,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,11,MHA,Health Services Administration,Executive Program,16,27,26,No,5,http://depts.washington.edu/mhap/emha,http://depts.washington.edu/mhap/emha,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,yes,12,MHA/JD,Health Services Administration,Health Services Administration/Law,16,19,27,No,5,http://depts.washington.edu/mhap/concurrent,http://depts.washington.edu/mhap/concurrent,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,yes,14,MHA/MD,Health Services Administration,Health Services Administration/Medicine,16,27,26,No,5,http://depts.washington.edu/mhap/concurrent,http://depts.washington.edu/mhap/concurrent,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,yes,15,MHA/MPA,Health Services Administration,Health Services Administration/Public Administration,16,27,26,No,5,http://depts.washington.edu/mhap/concurrent,http://depts.washington.edu/mhap/concurrent,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,20,MPH,Environmental and Occupational Health Sciences,Occupational & Environmental Medicine,10,34,11,Yes,5,http://depts.washington.edu/envhlth/acad_programs/oemp/degree/MPH_OEM.php,http://depts.washington.edu/envhlth/acad_programs/oemp/degree/MPH_OEM.php,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,20,MPH,Biostatistics,,3,,,Yes,5,http://www.biostat.washington.edu,http://www.biostat.washington.edu,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,20,MPH,Environmental and Occupational Health Sciences,Environmental & Occupational Health,10,47,8,Yes,5,http://depts.washington.edu/envhlth/acad_programs/mph-eoh/degree/MPH.php,http://depts.washington.edu/envhlth/acad_programs/mph-eoh/degree/MPH.php,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,20,MPH,Epidemiology,General Track,11,38,4,Yes,5,http://depts.washington.edu/epidem/adm/,http://depts.washington.edu/epidem/program/,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,20,MPH,Epidemiology,Global Health,11,25,23,Yes,5,http://depts.washington.edu/epidem/adm/,http://depts.washington.edu/epidem/program/,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,20,MPH,Epidemiology,Maternal & Child Health,11,28,37,Yes,5,http://depts.washington.edu/epidem/adm/,http://depts.washington.edu/epidem/program/,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,20,MPH,Epidemiology,U.S. postdocs: all MPH tracks,11,38,4,Yes,5,http://depts.washington.edu/epidem/adm/,http://depts.washington.edu/epidem/program/,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,20,MPH,Nutritional Sciences,,33,,,Yes,5,http://depts.washington.edu/nutr/,http://depts.washington.edu/nutr/,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,20,MPH,Public Health Genetics,,15,19,,Yes,5,http://depts.washington.edu/phgen,http://depts.washington.edu/phgen,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,20,MPH,Global Health,Peace Corps Masters International,25,,,Yes,5,http://depts.washington.edu/deptgh/,http://depts.washington.edu/deptgh/,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,20,MPH,Global Health,General track,25,,,Yes,5,http://depts.washington.edu/deptgh/,http://depts.washington.edu/deptgh/,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,20,MPH,Health Services,Community-oriented Public Health Practice,47,6,8,Yes,5,http://depts.washington.edu/hserv/academics#MPH,http://depts.washington.edu/hserv/academics#MPH,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,20,MPH,Health Services,"Health Care & Population Health Research, Health Policy Analysis & Process, Maternal & Child Health, Social & Behavioral Sciences",18,28,27,Yes,5,http://depts.washington.edu/hserv/academics#MPH,http://depts.washington.edu/hserv/academics#MPH,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,20,MPH,Environmental and Occupational Health Sciences,"Occupational & Environmental Medicine, Residency Program",10,34,11,Yes,4,http://depts.washington.edu/envhlth/acad_programs/oemp/degree/MPH_OEM.php,http://depts.washington.edu/envhlth/acad_programs/oemp/degree/MPH_OEM.php,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,20,MPH,Health Services Extended Degree Program,"Health Care & Population Health Research, Health Policy Analysis & Process, Maternal & Child Health, Social & Behavioral Sciences",16,,,Yes,4,,,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,20,MPH,Health Services Extended Degree Program,Distance Learning,16,,,Yes,4,,,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,,20,MPH,Health Services Extended Degree Program,"Community Health, Nutrition",16,,,Yes,4,,,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,yes,25,MPH/DVM,Health Services Extended Degree Program,Health Services/Veterinary Medicine,16,,,Yes,4,,,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,yes,26,MPH/JD,Public Health Genetics,Public Health Genetics/Law,15,19,,No,5,http://depts.washington.edu/phgen,http://depts.washington.edu/phgen,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,yes,26,MPH/JD,Global Health,Global Health/Law,25,,,No,5,http://depts.washington.edu/deptgh/,http://depts.washington.edu/deptgh/,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,yes,26,MPH/JD,Health Services,Health Services/Law,19,26,27,No,5,http://depts.washington.edu/hserv/mph-concurrent/,http://depts.washington.edu/hserv/mph-concurrent/,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,yes,29,MPH/MAIS,Epidemiology,Epidemiology/International Studies ,11,25,23,Yes,5,http://depts.washington.edu/epidem/adm/,http://depts.washington.edu/epidem/program/,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,yes,29,MPH/MAIS,Global Health,Global Health/International Studies,25,,,No,5,http://depts.washington.edu/deptgh/,http://depts.washington.edu/deptgh/,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,yes,30,MHA/MBA,Health Services Administration,Health Services Administration/Business Administration,16,17,26,No,5,http://depts.washington.edu/mhap/concurrent,http://depts.washington.edu/mhap/concurrent,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,yes,32,MPH/MD,Epidemiology,Current UW MD students ,11,38,4,No,5,http://depts.washington.edu/epidem/adm/,http://depts.washington.edu/epidem/program/,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,yes,32,MPH/MD,Epidemiology,Non-UW MD students ,11,38,4,Yes,5,http://depts.washington.edu/epidem/adm/,http://depts.washington.edu/epidem/program/,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,yes,32,MPH/MD,Global Health,Global Health/Medicine,25,,,No,5,http://depts.washington.edu/deptgh/,http://depts.washington.edu/deptgh/,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,yes,32,MPH/MD,Health Services,Health Services/Medicine,8,47,38,No,5,http://depts.washington.edu/hserv/mph-concurrent/,http://depts.washington.edu/hserv/mph-concurrent/,,,,,,
University of Washington School of Public Health and Community Medicine,Masters,yes,40,MPH/MPA,Epidemiology,Epidemiology/Public Administration ,11,38,21,Yes,5,http://depts.washington.edu/epidem/adm/,http://depts.washington.edu/epidem/program/,,,,,,
