ProgramName	Tag1	Tag2	Tag3	SophasYesNo	DescriptionLink	Description	SchoolName	TermID	DegreeType	DegreeID	ValidatedDegreeName	DepartmentLink	DualCombined	Concentration	AppInformation	AppRequirement		
Human Nutrition	25	33	0	NO			Johns Hopkins University Bloomberg School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.jhsph.edu/dept/IH/index.html			http://www.sophas.org/schools/JohnsHopkins.cfm			
Occupational and Environmental Health	10	34	0	NO			Johns Hopkins University Bloomberg School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.jhsph.edu/dept/EHS/			http://www.sophas.org/schools/JohnsHopkins.cfm			
Child and Adolescent Health and Development	28	37	0	NO			Johns Hopkins University Bloomberg School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.jhsph.edu/dept/pfrh/index.html			http://www.sophas.org/schools/JohnsHopkins.cfm			
Biostatistics	3	0	0	No			Ohio State University College of Public Health	Fall 2009	Doctoral	68	PhD	http://cph.osu.edu/academicprograms/phd/			http://www.sophas.org/schools/Ohio.cfm	http://www.sophas.org/documents/Ohio.pdf		
Health Services Management and Policy	21	0	0	Yes			Ohio State University College of Public Health	Fall 2009	Doctoral	68	PhD	http://cph.osu.edu/academicprograms/phd/			http://www.sophas.org/schools/Ohio.cfm	http://www.sophas.org/documents/Ohio.pdf		
Health Behavior and Health Promotion	18	7	0	Yes			Ohio State University College of Public Health	Fall 2009	Doctoral	68	PhD	http://cph.osu.edu/academicprograms/phd/			http://www.sophas.org/schools/Ohio.cfm	http://www.sophas.org/documents/Ohio.pdf		
Epidemiology	11	23	0	Yes			Ohio State University College of Public Health	Fall 2009	Doctoral	68	PhD	http://cph.osu.edu/academicprograms/phd/			http://www.sophas.org/schools/Ohio.cfm	http://www.sophas.org/documents/Ohio.pdf		
Environmental Health Sciences	10	44	0	Yes			Ohio State University College of Public Health	Fall 2009	Doctoral	68	PhD	http://cph.osu.edu/academicprograms/phd/			http://www.sophas.org/schools/Ohio.cfm	http://www.sophas.org/documents/Ohio.pdf		
Biostatistics	3	0	0	Yes			Saint Louis University School of Public Health	Fall 2009	Doctoral	68	PhD				http://www.sophas.org/schools/slu.cfm	http://www.sophas.org/documents/SLU.pdf		
Environmental Health	10	0	0	Yes			Saint Louis University School of Public Health	Fall 2009	Doctoral	68	PhD				http://www.sophas.org/schools/slu.cfm	http://www.sophas.org/documents/SLU.pdf		
Epidemiology	11	0	0	Yes			Saint Louis University School of Public Health	Fall 2009	Doctoral	68	PhD				http://www.sophas.org/schools/slu.cfm	http://www.sophas.org/documents/SLU.pdf		
Behavioral Science	18	0	0	Yes			Saint Louis University School of Public Health	Fall 2009	Doctoral	68	PhD				http://www.sophas.org/schools/slu.cfm	http://www.sophas.org/documents/SLU.pdf		
Health Services Research	21	0	0	Yes			Saint Louis University School of Public Health	Fall 2009	Doctoral	68	PhD				http://www.sophas.org/schools/slu.cfm	http://www.sophas.org/documents/SLU.pdf		
Health Management & Policy	27	0	0	Yes			Saint Louis University School of Public Health	Fall 2009	Doctoral	68	PhD				http://www.sophas.org/schools/slu.cfm	http://www.sophas.org/documents/SLU.pdf		
Biosecurity/Disaster Preparedness	39	0	0	Yes			Saint Louis University School of Public Health	Fall 2009	Doctoral	68	PhD				http://www.sophas.org/schools/slu.cfm	http://www.sophas.org/documents/SLU.pdf		
Biostatistics	3	0	0	Yes		 	SUNY Albany School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.albany.edu/sph/epi/index.html			http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Biostatistics	3	0	0	Yes		 	SUNY Albany School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.albany.edu/sph/epi/index.html			http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Biostatistics	3	0	0	Yes		 	SUNY Albany School of Public Health	Spring 2009	Doctoral	68	PhD	http://www.albany.edu/sph/epi/index.html			http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Biostatistics	3	0	0	Yes		 	SUNY Albany School of Public Health	Spring 2009	Doctoral	68	PhD	http://www.albany.edu/sph/epi/index.html			http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Environmental Health Sciences	10	0	0	Yes		 	SUNY Albany School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.albany.edu/sph/eht/index.html		Environmental Chemistry	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Environmental Health Sciences	10	0	0	Yes		 	SUNY Albany School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.albany.edu/sph/eht/index.html		Environmental Chemistry	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Environmental Health Sciences	10	0	0	Yes		 	SUNY Albany School of Public Health	Spring 2009	Doctoral	68	PhD	http://www.albany.edu/sph/eht/index.html		Environmental Chemistry	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Environmental Health Sciences	10	0	0	Yes		 	SUNY Albany School of Public Health	Spring 2009	Doctoral	68	PhD	http://www.albany.edu/sph/eht/index.html		Environmental Chemistry	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Epidemiology	11	0	0	Yes		 	SUNY Albany School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.albany.edu/sph/epi/index.html			http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Epidemiology	11	0	0	Yes		 	SUNY Albany School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.albany.edu/sph/epi/index.html			http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Epidemiology	11	0	0	Yes		 	SUNY Albany School of Public Health	Spring 2009	Doctoral	68	PhD	http://www.albany.edu/sph/epi/index.html			http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Epidemiology	11	0	0	Yes		 	SUNY Albany School of Public Health	Spring 2009	Doctoral	68	PhD	http://www.albany.edu/sph/epi/index.html			http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Biomedical Sciences	2	15	0	Yes		 	SUNY Albany School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.albany.edu/sph/bms/index.html		Molecular Genetics	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Biomedical Sciences	2	15	0	Yes		 	SUNY Albany School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.albany.edu/sph/bms/index.html		Molecular Genetics	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Biomedical Sciences	2	15	0	Yes		 	SUNY Albany School of Public Health	Spring 2009	Doctoral	68	PhD	http://www.albany.edu/sph/bms/index.html		Molecular Genetics	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Biomedical Sciences	2	15	0	Yes		 	SUNY Albany School of Public Health	Spring 2009	Doctoral	68	PhD	http://www.albany.edu/sph/bms/index.html		Molecular Genetics	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Biomedical Sciences	2	32	0	Yes		 	SUNY Albany School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.albany.edu/sph/bms/index.html		Neuroscience	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Biomedical Sciences	2	32	0	Yes		 	SUNY Albany School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.albany.edu/sph/bms/index.html		Neuroscience	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Biomedical Sciences	2	32	0	Yes		 	SUNY Albany School of Public Health	Spring 2009	Doctoral	68	PhD	http://www.albany.edu/sph/bms/index.html		Neuroscience	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Biomedical Sciences	2	32	0	Yes		 	SUNY Albany School of Public Health	Spring 2009	Doctoral	68	PhD	http://www.albany.edu/sph/bms/index.html		Neuroscience	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Environmental Health Sciences	10	34	0	Yes		 	SUNY Albany School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.albany.edu/sph/eht/index.html		Environmental and Occupational Health	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Environmental Health Sciences	10	34	0	Yes		 	SUNY Albany School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.albany.edu/sph/eht/index.html		Environmental and Occupational Health	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Environmental Health Sciences	10	34	0	Yes		 	SUNY Albany School of Public Health	Spring 2009	Doctoral	68	PhD	http://www.albany.edu/sph/eht/index.html		Environmental and Occupational Health	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Environmental Health Sciences	10	34	0	Yes		 	SUNY Albany School of Public Health	Spring 2009	Doctoral	68	PhD	http://www.albany.edu/sph/eht/index.html		Environmental and Occupational Health	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Biomedical Sciences	2	42	0	Yes		 	SUNY Albany School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.albany.edu/sph/bms/index.html		Structural and Cell Biology	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Biomedical Sciences	2	42	0	Yes		 	SUNY Albany School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.albany.edu/sph/bms/index.html		Structural and Cell Biology	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Biomedical Sciences	2	42	0	Yes		 	SUNY Albany School of Public Health	Spring 2009	Doctoral	68	PhD	http://www.albany.edu/sph/bms/index.html		Structural and Cell Biology	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Biomedical Sciences	2	42	0	Yes		 	SUNY Albany School of Public Health	Spring 2009	Doctoral	68	PhD	http://www.albany.edu/sph/bms/index.html		Structural and Cell Biology	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Environmental Health Sciences	10	44	0	Yes		 	SUNY Albany School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.albany.edu/sph/eht/index.html		Toxicology	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Environmental Health Sciences	10	44	0	Yes		 	SUNY Albany School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.albany.edu/sph/eht/index.html		Toxicology	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Environmental Health Sciences	10	44	0	Yes		 	SUNY Albany School of Public Health	Spring 2009	Doctoral	68	PhD	http://www.albany.edu/sph/eht/index.html		Toxicology	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Environmental Health Sciences	10	44	0	Yes		 	SUNY Albany School of Public Health	Spring 2009	Doctoral	68	PhD	http://www.albany.edu/sph/eht/index.html		Toxicology	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Biomedical Sciences	2	23	22	Yes		 	SUNY Albany School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.albany.edu/sph/bms/index.html		Immunology and Infectious Diseases	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Biomedical Sciences	2	23	22	Yes		 	SUNY Albany School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.albany.edu/sph/bms/index.html		Immunology and Infectious Diseases	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Biomedical Sciences	2	23	22	Yes		 	SUNY Albany School of Public Health	Spring 2009	Doctoral	68	PhD	http://www.albany.edu/sph/bms/index.html		Immunology and Infectious Diseases	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Biomedical Sciences	2	23	22	Yes		 	SUNY Albany School of Public Health	Spring 2009	Doctoral	68	PhD	http://www.albany.edu/sph/bms/index.html		Immunology and Infectious Diseases	http://www.sophas.org/schools/AlbanySUNY.cfm	http://www.sophas.org/documents/SUNY.pdf		
Health Policy and Management	21	1	27	Yes			Texas A&M University School of Rural Public Health	Fall 2009	Doctoral	68	PhD	http://srph.tamhsc.edu/health-policy-mgmt/index.html		Health Services Research	http://www.sophas.org/schools/TexasA&M.cfm	http://www.sophas.org/documents/texasA&M.pdf		
Health Policy and Management	21	1	27	Yes			Texas A&M University School of Rural Public Health	Fall 2009	Doctoral	68	PhD	http://srph.tamhsc.edu/health-policy-mgmt/index.html		Health Services Research	http://www.sophas.org/schools/TexasA&M.cfm	http://www.sophas.org/documents/texasA&M.pdf		
Health Policy and Management	21	1	27	Yes			Texas A&M University School of Rural Public Health	Spring 2009	Doctoral	68	PhD	http://srph.tamhsc.edu/health-policy-mgmt/index.html		Health Services Research	http://www.sophas.org/schools/TexasA&M.cfm	http://www.sophas.org/documents/texasA&M.pdf		
Health Policy and Management	21	1	27	Yes			Texas A&M University School of Rural Public Health	Spring 2009	Doctoral	68	PhD	http://srph.tamhsc.edu/health-policy-mgmt/index.html		Health Services Research	http://www.sophas.org/schools/TexasA&M.cfm	http://www.sophas.org/documents/texasA&M.pdf		
Health Policy and Management	21	1	27	Yes			Texas A&M University School of Rural Public Health	Spring 2010	Doctoral	68	PhD	http://srph.tamhsc.edu/health-policy-mgmt/index.html		Health Services Research	http://www.sophas.org/schools/TexasA&M.cfm	http://www.sophas.org/documents/texasA&M.pdf		
Health Policy and Management	21	1	27	Yes			Texas A&M University School of Rural Public Health	Spring 2010	Doctoral	68	PhD	http://srph.tamhsc.edu/health-policy-mgmt/index.html		Health Services Research	http://www.sophas.org/schools/TexasA&M.cfm	http://www.sophas.org/documents/texasA&M.pdf		
International Health & Development	25	0	0	yes		"The PhD program trains graduates to apply theoretical perspectives to research questions related to population, health and nutrition issues; analyze research studies, synthesize results and identify promising policies and programs; utilize advanced research methods from biostatistics, sociology, anthropology, economics, demography, epidemiology or psychology to execute the analysis of a research problem; and develop presentations of results of research findings for national and international meetings and for peer-reviewed publications. For more information please see: http://www.sph.tulane.edu/IHD/programs-degrees/doctoral.htm#matrix"	Tulane University School of Public Health and Tropical Medicine	Fall 2009	Doctoral	68	PhD	http://www.sph.tulane.edu/IHD/index.htm			http://www.sophas.org/schools/Tulane.cfm	http://www.sophas.org/documents/Tulane.pdf		
Biostatistics	3	24	0	yes		"Although this program emphasizes applied statistics, it is designed to provide more training in theoretical statistics than the ScD program. Graduates, with the ability to develop new statistical theory as needed to address data analysis problems, are qualified for academic positions as researchers and educators. Students are required to have had courses in calculus and linear algebra before entering this program."	Tulane University School of Public Health and Tropical Medicine	Fall 2009	Doctoral	68	PhD	http://www.sph.tulane.edu/biostatistics/index.htm			http://www.sophas.org/schools/Tulane.cfm	http://www.sophas.org/documents/Tulane.pdf		
Epidemiology	11	23	4	yes		"The Ph.D. is the terminal degree in epidemiology.  The purpose of the PhD program is to prepare students for a career in epidemiologic research and teaching, usually in an academic setting. In addition, there are an increasing number of non-university research organizations that need highly skilled independent researchers. The Ph.D. program has a strong theoretical base, is focused on research, and graduates are expected to have knowledge across a wide range of epidemiologic theory and methods."	Tulane University School of Public Health and Tropical Medicine	Fall 2009	Doctoral	68	PhD	http://www.sph.tulane.edu/epidemiology/index.html			http://www.sophas.org/schools/Tulane.cfm	http://www.sophas.org/documents/Tulane.pdf		
Tropical Medicine	45	36	23	yes		"The Doctor of Philosophy (PhD) program in tropical medicine and parasitology prepares individuals who seek in-depth training in tropical infectious disease research for careers in academic, health, or industry research settings.  A major goal is to place students in well-funded research laboratories where they receive excellent training and mentoring.  Recent student research articles in peer reviewed scientific journals span a spectrum of pathogens from West Nile and Ebola viruses to malaria, Chagas disease, Lyme spirochetes, and schistosomes.  The degree requires 60 credit hours of course and research work."	Tulane University School of Public Health and Tropical Medicine	Fall 2009	Doctoral	68	PhD	http://www.sph.tulane.edu/tropmed/index.htm			http://www.sophas.org/schools/Tulane.cfm	http://www.sophas.org/documents/Tulane.pdf		
Health Systems Management	16	17	27	yes		"The PhD program track in Health Systems Management (HSM) has been developed to provide advanced level training in research methodology, policy and planning, analysis of health systems and management strategies.  This program is designed for individuals seeking careers in teaching, research and policy analysis in health systems management, health policy and health services research areas.  Applicants with relevant master?s degrees or exceptionally qualified bachelor?s degree holders are welcome to apply."	Tulane University School of Public Health and Tropical Medicine	Fall 2009	Doctoral	68	PhD	http://www.sph.tulane.edu/hsm/index.htm			http://www.sophas.org/schools/Tulane.cfm	http://www.sophas.org/documents/Tulane.pdf		
Community Health Sciences	33	18	28	yes		Students take˜school core courses and department core courses in the master of public health curriculum as well as section requirements for the maternal and child health or health education and communication major and electives.	Tulane University School of Public Health and Tropical Medicine	Fall 2009	Doctoral	68	PhD	http://www.sph.tulane.edu/CHS/index.htm			http://www.sophas.org/schools/Tulane.cfm	http://www.sophas.org/documents/Tulane.pdf		
Environmental Health Sciences	10	44	39	yes		"The PhD in environmental health sciences is designed to provide students with ample depth in the research area of emphasis. Students have the opportunity to earn an MSPH prior to enrolling in the PhD degree program. Areas of focus include the following: Environmental Oncology, Toxicology and Risk Assessment, Global Environmental Health Sciences, Environmental Policy, and Industrial Hygiene. More information may be found here: http://www.sph.tulane.edu/EHS/programs/index.htm"	Tulane University School of Public Health and Tropical Medicine	Fall 2009	Doctoral	68	PhD	http://www.sph.tulane.edu/EHS/			http://www.sophas.org/schools/Tulane.cfm	http://www.sophas.org/documents/Tulane.pdf		
Biostatistics	3	0	0	Yes	http:// www.ph.ucla.edu		UCLA School of Public Health	Fall 2009	Doctoral	68	PhD				http://www.sophas.org/schools/UCLA.cfm	http://www.sophas.org/documents/UCLA.pdf		
Community Health Sciences	7	0	0	Yes	http:// www.ph.ucla.edu		UCLA School of Public Health	Fall 2009	Doctoral	68	PhD				http://www.sophas.org/schools/UCLA.cfm	http://www.sophas.org/documents/UCLA.pdf		
Environmental Health Sciences	10	0	0	Yes	http:// www.ph.ucla.edu		UCLA School of Public Health	Fall 2009	Doctoral	68	PhD				http://www.sophas.org/schools/UCLA.cfm	http://www.sophas.org/documents/UCLA.pdf		
Epidemiology	11	0	0	Yes	http:// www.ph.ucla.edu		UCLA School of Public Health	Fall 2009	Doctoral	68	PhD				http://www.sophas.org/schools/UCLA.cfm	http://www.sophas.org/documents/UCLA.pdf		
Health Services	21	0	0	Yes	http:// www.ph.ucla.edu		UCLA School of Public Health	Fall 2009	Doctoral	68	PhD				http://www.sophas.org/schools/UCLA.cfm	http://www.sophas.org/documents/UCLA.pdf		
Molecular Toxicology	44	0	0	Yes	http:// www.ph.ucla.edu		UCLA School of Public Health	Fall 2009	Doctoral	68	PhD				http://www.sophas.org/schools/UCLA.cfm	http://www.sophas.org/documents/UCLA.pdf		
Biostatistics	3	0	0	No		"The Department of Biostatistics offers a PhD degree in biostatistics through the UAB˜Graduate School. This program provides a balance between theory and application, the perspective being the role of statistics and modeling in scientific research."	University of Alabama-Birmingham School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.soph.uab.edu/soph_catalog/catalog_alt.asp?action=show&id=228&cid=48&sid=138		Biostatistics	http://www.sophas.org/schools/UAB.cfm	http://www.sophas.org/documents/Alabama.pdf		
Environmental Health Sciences	10	0	0	No			University of Alabama-Birmingham School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.soph.uab.edu/soph_catalog/catalog_alt.asp?action=show&id=237&cid=49&sid=139		Environmental Research	http://www.sophas.org/schools/UAB.cfm	http://www.sophas.org/documents/Alabama.pdf		
Environmental Health Sciences	10	0	0	No			University of Alabama-Birmingham School of Public Health	Fall 2009	Masters	68	PhD	http://www.soph.uab.edu/soph_catalog/catalog_alt.asp?action=show&id=237&cid=49&sid=139		Environmental Management	http://www.sophas.org/schools/UAB.cfm	http://www.sophas.org/documents/Alabama.pdf		
Epidemiology	11	0	0	No		The Ph.D. program emphasizes epidemiologic study design and data analysis. The program is designed to prepare exceptionally qualified individuals for a career of research and teaching.	University of Alabama-Birmingham School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.soph.uab.edu/soph_catalog/catalog_alt.asp?action=show&id=244&cid=50&sid=140		Epidemiology	http://www.sophas.org/schools/UAB.cfm	http://www.sophas.org/documents/Alabama.pdf		
Health Behavior	18	20	0	No			University of Alabama-Birmingham School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.soph.uab.edu/soph_catalog/catalog_alt.asp?action=show&id=251&cid=51&sid=141		Health Education/Health Promotion	http://www.sophas.org/schools/UAB.cfm	http://www.sophas.org/documents/Alabama.pdf		
Environmental Health Sciences	10	34	0	No			University of Alabama-Birmingham School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.soph.uab.edu/soph_catalog/catalog_alt.asp?action=show&id=237&cid=49&sid=139		Industrial Hygiene 	http://www.sophas.org/schools/UAB.cfm	http://www.sophas.org/documents/Alabama.pdf		
Epidemiology	11	4	3	Yes			University of Arizona Mel and Enid Zuckerman School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.publichealth.arizona.edu/AcademicPrograms/EpidemiologyPrograms.aspx			http://www.sophas.org/schools/ArizonaMelandEnidZuckerman.cfm	http://www.sophas.org/documents/Arizona.pdf		
Biostatistics	3	11	4	Yes			University of Arizona Mel and Enid Zuckerman School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.publichealth.arizona.edu/AcademicPrograms/BiostatPhD.aspx		Not Applicable	http://www.sophas.org/schools/ArizonaMelandEnidZuckerman.cfm	http://www.sophas.org/documents/Arizona.pdf		
Epidemiology	11	37	0	Yes			University of California - Berkeley School of Public Health	Fall 2009	Doctoral	68	PhD	http://epi.berkeley.edu			http://www.sophas.org/schools/UCBerkeley.cfm	http://www.sophas.org/documents/UCBerkeley.pdf		
Biostatistics	3	11	4	Yes			University of California - Berkeley School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.stat.berkeley.edu/biostat			http://www.sophas.org/schools/UCBerkeley.cfm	http://www.sophas.org/documents/UCBerkeley.pdf		
Environmental Health Sciences	10	34	7	Yes			University of California - Berkeley School of Public Health	Fall 2009	Doctoral	68	PhD	http://ehs.sph.berkeley.edu			http://www.sophas.org/schools/UCBerkeley.cfm	http://www.sophas.org/documents/UCBerkeley.pdf		
Health Services and Policy Analysis	21	27	17	Yes			University of California - Berkeley School of Public Health	Fall 2009	Doctoral	68	PhD	http://hspa.berkeley.edu			http://www.sophas.org/schools/UCBerkeley.cfm	http://www.sophas.org/documents/UCBerkeley.pdf		
Infectious Diseases and Immunity	23	2	22	Yes			University of California - Berkeley School of Public Health	Fall 2009	Doctoral	68	PhD	http://socrates.berkeley.edu/~microbes			http://www.sophas.org/schools/UCBerkeley.cfm	http://www.sophas.org/documents/UCBerkeley.pdf		
Biostatistics	3	0	0	Yes			University of Illinois Chicago School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.uic.edu/sph/eb.htm		Biostatistics	http://www.sophas.org/schools/IllinoisatChicago.cfm	http://www.sophas.org/documents/UIC.pdf		
Community Health Sciences	1	7	0	Yes			University of Illinois Chicago School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.uic.edu/sph/chs.htm		Gerontology	http://www.sophas.org/schools/IllinoisatChicago.cfm	http://www.sophas.org/documents/UIC.pdf		
Environmental and Occupational Health Science	34	10	0	Yes			University of Illinois Chicago School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.uic.edu/sph/eohs.htm		Environmental and Occupational Health Science	http://www.sophas.org/schools/IllinoisatChicago.cfm	http://www.sophas.org/documents/UIC.pdf		
Epidemiology	23	11	0	Yes			University of Illinois Chicago School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.uic.edu/sph/eb.htm		Cancer Epidemiology	http://www.sophas.org/schools/IllinoisatChicago.cfm	http://www.sophas.org/documents/UIC.pdf		
Health Policy and Administration	16	27	0	Yes			University of Illinois Chicago School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.uic.edu/sph/hpa.htm		Health Policy and Administration	http://www.sophas.org/schools/IllinoisatChicago.cfm	http://www.sophas.org/documents/UIC.pdf		
Community Health Sciences	28	11	7	Yes	http://www.uic.edu/sph/mch/		University of Illinois Chicago School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.uic.edu/sph/chs.htm		Maternal and Child Health Epidemiology	http://www.sophas.org/schools/IllinoisatChicago.cfm	http://www.sophas.org/documents/UIC.pdf		
Epidemiology	28	11	7	Yes	http://www.uic.edu/sph/mch/		University of Illinois Chicago School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.uic.edu/sph/eb.htm		Maternal and Child Health	http://www.sophas.org/schools/IllinoisatChicago.cfm	http://www.sophas.org/documents/UIC.pdf		
Community Health Sciences	18	20	7	Yes			University of Illinois Chicago School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.uic.edu/sph/chs.htm		Behavioral Sciences and Health Promotion	http://www.sophas.org/schools/IllinoisatChicago.cfm	http://www.sophas.org/documents/UIC.pdf		
Community Health Sciences	28	7	11	Yes	http://www.uic.edu/sph/mch/		University of Illinois Chicago School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.uic.edu/sph/chs.htm		Maternal and Child Health	http://www.sophas.org/schools/IllinoisatChicago.cfm	http://www.sophas.org/documents/UIC.pdf		
Community Health Sciences	18	20	28	Yes			University of Illinois Chicago School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.uic.edu/sph/chs.htm		Community Health Sciences	http://www.sophas.org/schools/IllinoisatChicago.cfm	http://www.sophas.org/documents/UIC.pdf		
Epidemiology	11	23	28	Yes			University of Illinois Chicago School of Public Health	Fall 2009	Doctoral	68	PhD	http://www.uic.edu/sph/eb.htm		Epidemiology	http://www.sophas.org/schools/IllinoisatChicago.cfm	http://www.sophas.org/documents/UIC.pdf		
Biostatistics	3	0	0	No			University of Iowa College of Public Health	Fall 2009	Doctoral	68	PhD	http://www.public-health.uiowa.edu/biostat/			http://www.sophas.org/schools/IowaCollege.cfm			
Community and Behavioral Health	18	0	0	No			University of Iowa College of Public Health	Spring 2010	Doctoral	68	PhD	http://www.public-health.uiowa.edu/cbh/prospectivestudents/index.html			http://www.sophas.org/schools/IowaCollege.cfm			
Community and Behavioral Health	29	6	0	No			University of Iowa College of Public Health	Fall 2009	Doctoral	68	PhD	http://www.public-health.uiowa.edu/cbh/prospectivestudents/index.html		Addiction Studies	http://www.sophas.org/schools/IowaCollege.cfm			
Community and Behavioral Health	29	6	0	No			University of Iowa College of Public Health	Spring 2010	Doctoral	68	PhD	http://www.public-health.uiowa.edu/cbh/prospectivestudents/index.html		Addiction Studies	http://www.sophas.org/schools/IowaCollege.cfm			
Epidemiology	11	23	4	No			University of Iowa College of Public Health	Fall 2009	Doctoral	68	PhD	http://www.public-health.uiowa.edu/epi/prosp_students/phd_prog_desc.html			http://www.sophas.org/schools/IowaCollege.cfm			
Epidemiology	11	23	4	No			University of Iowa College of Public Health	Spring 2010	Doctoral	68	PhD	http://www.public-health.uiowa.edu/epi/prosp_students/phd_prog_desc.html			http://www.sophas.org/schools/IowaCollege.cfm			
